symbol,name,sector,market_cap
MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,87816404992.0
MAITHANALL,Maithan Alloys Limited,Basic Materials,30957223936.0
MAJESAUT,Majestic Auto Limited,Real Estate,
MALLCOM,Mallcom (India) Limited,Industrials,6820320256.0
MALUPAPER,Malu Paper Mills Limited,Basic Materials,551145856.0
MAMATA,Mamata Machinery Limited,Industrials,9476463616.0
MANAKALUCO,Manaksia Aluminium Company Limited,Basic Materials,2528958976.0
MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,11747578880.0
MANAKSIA,Manaksia Limited,Industrials,3810804992.0
MANAKSTEEL,Manaksia Steels Limited,Basic Materials,4850174976.0
MANALIPETC,Manali Petrochemicals Limited,Basic Materials,11343348736.0
MANAPPURAM,Manappuram Finance Limited,Financial Services,307162906624.0
MANBA,Manba Finance Limited,Financial Services,6516050944.0
MANCREDIT,Mangal Credit and Fincorp Limited,Financial Services,4748535296.0
MANGALAM,Mangalam Drugs And Organics Limited,Healthcare,469465824.0
MANGLMCEM,Mangalam Cement Limited,Basic Materials,24464347136.0
MANINDS,Man Industries (India) Limited,Basic Materials,44476923904.0
MANINFRA,Man Infraconstruction Limited,Industrials,43103506432.0
MANKIND,Mankind Pharma Limited,Healthcare,1073913462784.0
MANOMAY,Manomay Tex India Limited,Consumer Cyclical,3411391488.0
MANORAMA,Manorama Industries Limited,Consumer Defensive,92189966336.0
MANORG,Mangalam Organics Limited,Basic Materials,4881730560.0
MANUGRAPH,Manugraph India Limited,Industrials,491055488.0
MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,100665466880.0
MAPMYINDIA,C.E. Info Systems Limited,Technology,48444370944.0
MARALOVER,Maral Overseas Limited,Consumer Cyclical,2415765504.0
MARATHON,Marathon Nextgen Realty Limited,Real Estate,27440160768.0
MARICO,Marico Limited,Consumer Defensive,1057886765056.0
MARINE,Marine Electricals (India) Limited,Industrials,36031881216.0
MARKOLINES,Markolines Pavement Technologies Limited,Industrials,3868181504.0
MARKSANS,Marksans Pharma Limited,Healthcare,120165433344.0
MARSONS,Marsons Limited,Industrials,20817215488.0
MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,4205134217216.0
MASFIN,MAS Financial Services Limited,Financial Services,57684025344.0
MASKINVEST,Mask Investments Limited,Financial Services,469931008.0
MASTEK,Mastek Limited,Technology,49402847232.0
MASTERTR,Master Trust Limited,Financial Services,9793303552.0
MATRIMONY,Matrimony.Com Limited,Communication Services,8134793216.0
MAWANASUG,Mawana Sugars Limited,Consumer Defensive,4449543168.0
MAXESTATES,Max Estates Limited,Real Estate,75081695232.0
MAXHEALTH,Max Healthcare Institute Limited,Healthcare,1074947751936.0
MAXIND,Max India Limited,Healthcare,8882823168.0
MAYURUNIQ,Mayur Uniquoters Ltd,Consumer Cyclical,34848985088.0
MAZDA,Mazda Limited,Industrials,4921544192.0
MAZDOCK,Mazagon Dock Shipbuilders Limited,Industrials,1024343146496.0
MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,48843259904.0
MBEL,M & B Engineering Limited,Industrials,17644511232.0
MBLINFRA,MBL Infrastructure Limited,Industrials,4200475648.0
MCCHRLS-B,Mac Charles India Limited,,
MCL,M TEK COPPER LIMITED,Basic Materials,1601425152.0
MCLEODRUSS,Mcleod Russel India Limited,Consumer Defensive,6653830656.0
MCLOUD,Magellanic Cloud Limited,Technology,17000477696.0
MCX,Multi Commodity Exchange of India Limited,Financial Services,725721481216.0
MEDANTA,Global Health Limited,Healthcare,351640190976.0
MEDIASSIST,Medi Assist Healthcare Services Limited,Healthcare,28233562112.0
MEDICAMEQ,Medicamen Biotech Limited,Healthcare,3277454080.0
MEDICO,Medico Remedies Limited,Healthcare,3533458944.0
MEDPLUS,Medplus Health Services Limited,Healthcare,101988868096.0
MEESHO,Meesho Limited,Consumer Cyclical,791491444736.0
MEGASTAR,Megastar Foods Limited,Consumer Defensive,3874868480.0
MEIL,Mangal Electrical Industries Limited,Industrials,8764275712.0
MENNPIS,Menon Pistons Limited,,
MENONBE,Menon Bearings Limited,Consumer Cyclical,9745355776.0
MERCANTILE,Mercantile Ventures Limited,,
MERCURYEV,Mercury Ev-Tech Limited,Consumer Cyclical,6449585152.0
METROBRAND,Metro Brands Limited,Consumer Cyclical,291270688768.0
METROGLOBL,Metroglobal Limited,Industrials,1578800000.0
METROPOLIS,Metropolis Healthcare Limited,Healthcare,113182523392.0
MFML,Mahalaxmi Fabric Mills Limited,Consumer Cyclical,248939248.0
MFSL,Max Financial Services Limited,Financial Services,582176342016.0
MGEL,Mangalam Global Enterprise Limited,Consumer Defensive,5239933440.0
MGL,Mahanagar Gas Limited,Utilities,121694216192.0
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,1655807104.0
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Cyclical,48840065024.0
MICEL,MIC Electronics Limited,Technology,10303244288.0
MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,82888589312.0
MIDWESTLTD,Midwest Limited,Basic Materials,47153704960.0
MINDACORP,Minda Corporation Limited,Consumer Cyclical,154973388800.0
MINDTECK,Mindteck (India) Limited,Technology,6716776960.0
MIRZAINT,Mirza International Limited,Consumer Cyclical,4581393408.0
MITCON,MITCON Consultancy & Engineering Services Limited,Industrials,1469193216.0
MITTAL,Mittal Life Style Limited,Consumer Cyclical,452778784.0
MKPL,M K Proteins Limited,Consumer Defensive,1867274624.0
MMFL,MM Forgings Limited,Industrials,21750861824.0
MMP,MMP Industries Limited,Basic Materials,7211801600.0
MMTC,MMTC Limited,Industrials,112725000192.0
MMWL,Media Matrix Worldwide Limited,Communication Services,
MOBIKWIK,One Mobikwik Systems Limited,Technology,15573778432.0
MODINATUR,Modi Naturals Limited,Consumer Defensive,5507517440.0
MODIRUBBER,Modi Rubber Limited,Real Estate,3230228736.0
MODIS,Modis Navnirman Limited,Real Estate,6785412096.0
MODISONLTD,MODISON LIMITED,Industrials,11029754880.0
MODTHREAD,Modern Threads (India) Limited,Consumer Cyclical,1481769600.0
MOHITIND,Mohit Industries Limited,Consumer Cyclical,336950272.0
MOIL,MOIL Limited,Basic Materials,58664783872.0
MOKSH,Moksh Ornaments Limited,Consumer Cyclical,984887872.0
MOL,Meghmani Organics Limited,Basic Materials,12860668928.0
MOLDTECH,Mold-Tek Technologies Limited,Industrials,3861902336.0
MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,22961178624.0
MONARCH,Monarch Networth Capital Limited,Financial Services,28217905152.0
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,4760987136.0
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,11693920256.0
MOREPENLAB,Morepen Laboratories Limited,Healthcare,28773048320.0
MOSCHIP,Moschip Technologies Limited,Technology,41869553664.0
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,1528502812672.0
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,568607113216.0
MOTISONS,Motisons Jewellers Limited,Consumer Cyclical,16186718208.0
MOTOGENFIN,The Motor & General Finance Limited,Real Estate,1152193536.0
MPHASIS,MphasiS Limited,Technology,431609085952.0
MPSLTD,MPS Limited,Communication Services,30943000576.0
MRF,MRF Limited,Consumer Cyclical,560064167936.0
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,270496088064.0
MSPL,MSP Steel & Power Limited,Basic Materials,24854032384.0
MSTCLTD,Mstc Limited,Industrials,48164163584.0
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,253462134784.0
MTARTECH,Mtar Technologies Limited,Industrials,254135746560.0
MTEDUCARE,MT Educare Limited,Consumer Defensive,158901728.0
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,20033998848.0
MUFIN,Mufin Green Finance Limited,Financial Services,26008786944.0
MUFTI,Credo Brands Marketing Limited,Consumer Cyclical,5941054464.0
MUKANDLTD,Mukand Limited,Basic Materials,19800227840.0
MUKKA,Mukka Proteins Limited,Consumer Defensive,7461000192.0
MUKTAARTS,Mukta Arts Limited,Communication Services,1435741184.0
MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical,9722000384.0
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,5216947712.0
MURUDCERA,Murudeshwar Ceramics Limited,Industrials,2034926208.0
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,3486712576.0
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,1270045474816.0
MUTHOOTMF,Muthoot Microfin Limited,Financial Services,34155616256.0
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Consumer Cyclical,7273383424.0
MWL,Mangalam Worldwide Limited,Basic Materials,11038255104.0
NACLIND,NACL Industries Limited,Basic Materials,50573131776.0
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Financial Services,335566976.0
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,844667264.0
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,4228407040.0
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,5171707904.0
NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,6303131648.0
NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical,9268783104.0
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,754369101824.0
NARMADA,Narmada Agrobase Limited,Basic Materials,1446514944.0
NATCAPSUQ,Natural Capsules Limited,Healthcare,1634551168.0
NATCOPHARM,Natco Pharma Limited,Healthcare,163348201472.0
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,3197111296.0
NATIONALUM,National Aluminium Company Limited,Basic Materials,668625797120.0
NATIONSTD,National Standard (India) Limited,,
NAUKRI,Info Edge (India) Limited,Communication Services,656028467200.0
NAVA,NAVA LIMITED,Industrials,174725906432.0
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,389234786304.0
NAVKARCORP,Navkar Corporation Limited,Industrials,16712144896.0
NAVKARURB,Navkar Urbanstructure Limited,Basic Materials,1290403840.0
NAVNETEDUL,Navneet Education Limited,Communication Services,31078242304.0
NAZARA,Nazara Technologies Limited,Communication Services,110657904640.0
NBCC,NBCC (India) Limited,Industrials,299510988800.0
NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Services,5466472448.0
NCC,NCC Limited,Industrials,100587307008.0
NCLIND,NCL Industries Limited,Basic Materials,8797777920.0
NDGL,Naga Dhunseri Group Limited,Financial Services,2680000000.0
NDL,Nandan Denim Limited,Consumer Cyclical,3646923520.0
NDLVENTURE,NDL Ventures Limited,Communication Services,4466877440.0
NDRAUTO,Ndr Auto Components Limited,Consumer Cyclical,19915546624.0
NDTV,New Delhi Television Limited,Communication Services,9275320320.0
NEAGI,Neelamalai Agro Industries Limited,,
NECCLTD,North Eastern Carrying Corporation Limited,Industrials,1766049920.0
NECLIFE,Nectar Lifesciences Limited,Healthcare,2263140352.0
NELCAST,Nelcast Limited,Industrials,12345850880.0
NELCO,NELCO Limited,Technology,20463540224.0
NEOGEN,Neogen Chemicals Limited,Basic Materials,52682342400.0
NEPHROPLUS,Nephrocare Health Services Limited,Healthcare,71241908224.0
NESCO,Nesco Limited,Industrials,80458227712.0
NESTLEIND,Nestle India Limited,Consumer Defensive,2711981391872.0
NETWEB,Netweb Technologies India Limited,Technology,289998929920.0
NETWORK18,Network18 Media & Investments Limited,Communication Services,52280905728.0
NEULANDLAB,Neuland Laboratories Limited,Healthcare,234106978304.0
NEWGEN,Newgen Software Technologies Limited,Technology,67460124672.0
NEXTMEDIA,Next Mediaworks Limited,Communication Services,272923072.0
NFL,National Fertilizers Limited,Basic Materials,38260207616.0
NGIL,Nakoda Group of Industries Limited,Consumer Defensive,657380864.0
NGLFINE,NGL Fine-Chem Limited,Healthcare,19466952704.0
NH,Narayana Hrudayalaya Ltd.,Healthcare,395597873152.0
NHPC,NHPC Limited,Utilities,789238382592.0
NIACL,The New India Assurance Company Limited,Financial Services,331907203072.0
NIBE,NIBE Limited,Industrials,27516076032.0
NIBL,NRB Industrial Bearings Limited,Industrials,758419328.0
NIITLTD,NIIT Limited,Consumer Defensive,13966013440.0
NIITMTS,NIIT Learning Systems Limited,Consumer Defensive,32402563072.0
NILAINFRA,Nila Infrastructures Limited,Real Estate,3206258432.0
NILASPACES,Nila Spaces Limited,Real Estate,5337199104.0
NILE,Nile Limited,,
NILKAMAL,Nilkamal Limited,Consumer Cyclical,19273836544.0
NIMBSPROJ,Nimbus Projects Limited,,4016365056.0
NINSYS,NINtec Systems Limited,Technology,14211568640.0
NIPPOBATRY,Indo-National Limited,Industrials,2692875008.0
NIRAJ,Niraj Cement Structurals Limited,Industrials,1841570432.0
NIRAJISPAT,Niraj Ispat Industries Limited,Consumer Cyclical,119400000.0
NIRLON,Nirlon Limited,Real Estate,55913738240.0
NITCO,Nitco Limited,Industrials,27175915520.0
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,31443845120.0
NITIRAJ,Nitiraj Engineers Limited,Technology,1988694016.0
NITTAGELA,Nitta Gelatin India Limited,Basic Materials,
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,161715716096.0
NKIND,NK Industries Limited,Consumer Defensive,384633600.0
NLCINDIA,NLC India Limited,Utilities,451904897024.0
NMDC,NMDC Limited,Basic Materials,765151870976.0
NOCIL,NOCIL Limited,Basic Materials,32372772864.0
NOIDATOLL,Noida Toll Bridge Company Limited,Industrials,908631680.0
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,1112957568.0
NORTHARC,Northern Arc Capital Limited,Financial Services,47607656448.0
NOVAAGRI,Nova Agritech Limited,Basic Materials,2322511104.0
NOVARTIND,Novartis India Limited,Healthcare,37579390976.0
NPST,Network People Services Technologies Limited,Technology,34216140800.0
NRAIL,N R Agarwal Industries Limited,Basic Materials,7906222592.0
NRBBEARING,NRB Bearing Limited,Consumer Cyclical,42403639296.0
NRL,Nupur Recyclers Limited,Industrials,5671255040.0
NSIL,Nalwa Sons Investments Limited,Financial Services,29281265664.0
NSLNISP,NMDC Steel Limited,Basic Materials,134807871488.0
NTPC,NTPC Limited,Utilities,3577100369920.0
NTPCGREEN,NTPC Green Energy Limited,Utilities,814489075712.0
NUCLEUS,Nucleus Software Exports Limited,Technology,20465293312.0
NURECA,Nureca Limited,Healthcare,2386139136.0
NUVAMA,Nuvama Wealth Management Limited,Financial Services,318053318656.0
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,113218502656.0
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,874611867648.0
OAL,Oriental Aromatics Limited,Basic Materials,11485965312.0
OBCL,Orissa Bengal Carrier Limited,Industrials,1213947136.0
OBEROIRLTY,Oberoi Realty Limited,Real Estate,629759082496.0
OCCLLTD,OCCL Limited,Basic Materials,6638415872.0
ODIGMA,Odigma Consultancy Solutions Limited,Communication Services,790838784.0
OFSS,Oracle Financial Services Software Limited,Technology,850607669248.0
OIL,Oil India Limited,Energy,685371162624.0
OILCOUNTUB,Oil Country Tubular Limited,Energy,3185662720.0
OLAELEC,Ola Electric Mobility Limited,Consumer Cyclical,186866024448.0
OLECTRA,Olectra Greentech Limited,Industrials,124516474880.0
OMAXAUTO,Omax Autos Limited,Consumer Cyclical,4931476480.0
OMAXE,Omaxe Limited,Real Estate,14508688384.0
OMFREIGHT,Om Freight Forwarders Limited,Industrials,2828737024.0
OMINFRAL,OM INFRA LIMITED,Industrials,9013072896.0
OMNI,Omnitech Engineering Limited,Industrials,61443461120.0
OMPOWER,Om Power Transmission Limited,Industrials,
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,1240352000.0
ONEPOINT,One Point One Solutions Limited,Industrials,15172335616.0
ONESOURCE,Onesource Specialty Pharma Limited,Healthcare,185256148992.0
ONGC,Oil & Natural Gas Corporation Limited,Energy,3085313507328.0
ONIDA,Onida Electronics Limited,Consumer Cyclical,15292844032.0
ONMOBILE,OnMobile Global Limited,Communication Services,5553164288.0
ONWARDTEC,Onward Technologies Limited,Technology,5803528192.0
OPTIEMUS,Optiemus Infracom Limited,Technology,41790156800.0
ORBTEXP,Orbit Exports Limited,Consumer Cyclical,5495231488.0
ORCHASP,Orchasp Limited,Technology,637422720.0
ORCHPHARMA,Orchid Pharma Limited,Healthcare,50967629824.0
ORICONENT,Oricon Enterprises Limited,Consumer Cyclical,8953275392.0
ORIENTALTL,Oriental Trimex Limited,Industrials,455745024.0
ORIENTBELL,Orient Bell Limited,Industrials,4765458944.0
ORIENTCEM,Orient Cement Limited,Basic Materials,27893231616.0
ORIENTCER,ORIENT CERATECH LIMITED,Basic Materials,4828638208.0
ORIENTELEC,Orient Electric Limited,Consumer Cyclical,38213906432.0
ORIENTHOT,Oriental Hotels Limited,Consumer Cyclical,21262233600.0
ORIENTLTD,Orient Press Limited,Consumer Cyclical,707699968.0
ORIENTPPR,Orient Paper & Industries Limited,Basic Materials,3751439872.0
ORIENTTECH,Orient Technologies Limited,Technology,11758379008.0
ORISSAMINE,The Orissa Minerals Development Company Limited,Basic Materials,24190199808.0
ORKLAINDIA,Orkla India Limited,Consumer Defensive,83337396224.0
ORTINGLOBE,ORTIN GLOBAL LIMITED,Healthcare,136526080.0
OSIAHYPER,Osia Hyper Retail Limited,Consumer Cyclical,521699296.0
OSWALAGRO,Oswal Agro Mills Limited,Real Estate,5918720512.0
OSWALGREEN,Oswal Greentech Limited,Financial Services,6137738752.0
OSWALPUMPS,Oswal Pumps Limited,Industrials,50105151488.0
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Basic Materials,989705344.0
PACEDIGITK,Pace Digitek Limited,Technology,44031512576.0
PAGEIND,Page Industries Limited,Consumer Cyclical,441804947456.0
PAISALO,Paisalo Digital Limited,Financial Services,53880074240.0
PAKKA,PAKKA LIMITED,Basic Materials,3894483712.0
PALASHSECU,Palash Securities Limited,Consumer Defensive,961298112.0
PALREDTEC,Palred Technologies Limited,Technology,691139968.0
PANACEABIO,Panacea Biotec Limited,Healthcare,32891650048.0
PANACHE,Panache Digilife Limited,Technology,6781789696.0
PANAMAPET,Panama Petrochem Limited,Energy,28801003520.0
PANSARI,Pansari Developers Limited,Real Estate,5182571520.0
PAR,Par Drugs And Chemicals Limited,Healthcare,1157251072.0
PARACABLES,Paramount Communications Limited,Technology,21028958208.0
PARADEEP,Paradeep Phosphates Limited,Basic Materials,142665400320.0
PARAGMILK,Parag Milk Foods Limited,Consumer Defensive,29270280192.0
PARAS,Paras Defence and Space Technologies Limited,Industrials,108482633728.0
PARASPETRO,Paras Petrofils Limited,Consumer Cyclical,725259584.0
PARKHOSPS,Park Medi World Limited,Healthcare,125821460480.0
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Consumer Cyclical,26439202816.0
PARSVNATH,Parsvnath Developers Limited,Real Estate,1266377344.0
PASHUPATI,Pashupati Cotspin Limited,Consumer Cyclical,13962526720.0
PASUPTAC,Pasupati Acrylon Limited,Consumer Cyclical,5971918848.0
PATANJALI,Patanjali Foods Limited,Consumer Defensive,454570541056.0
PATELENG,Patel Engineering Limited,Industrials,31612076032.0
PATELRMART,Patel Retail Limited,Consumer Cyclical,7415585280.0
PATINTLOG,Patel Integrated Logistics Limited,Industrials,1029869056.0
PAUSHAKLTD,Paushak Limited,Basic Materials,12475164672.0
PAVNAIND,Pavna Industries Limited,Consumer Cyclical,2533864704.0
PAYTM,One 97 Communications Limited,Technology,695277977600.0
PCBL,PCBL Chemical Limited,Basic Materials,122091438080.0
PCJEWELLER,PC Jeweller Limited,Consumer Cyclical,86812172288.0
PDMJEPAPER,Pudumjee Paper Products Limited,Basic Materials,8082144256.0
PDSL,PDS Limited,Industrials,49756127232.0
PEARLPOLY,Pearl Polymers Limited,Consumer Cyclical,315486624.0
PENIND,Pennar Industries Limited,Industrials,22140626944.0
PENINLAND,Peninsula Land Limited,Real Estate,5135152640.0
PERSISTENT,Persistent Systems Limited,Technology,763422965760.0
PETRONET,Petronet LNG Limited,Energy,433800052736.0
PFC,Power Finance Corporation Limited,Financial Services,1447094517760.0
PFIZER,Pfizer Limited,Healthcare,208348889088.0
PFOCUS,Prime Focus Limited,Communication Services,167613956096.0
PFS,PTC India Financial Services Limited,Financial Services,19987857408.0
PGEL,PG Electroplast Limited,Technology,162766209024.0
PGHH,Procter & Gamble Hygiene and Health Care Limited,Consumer Defensive,297583804416.0
PGHL,Procter & Gamble Health Limited,Healthcare,105721462784.0
PGIL,Pearl Global Industries Limited,Consumer Cyclical,89925091328.0
PHOENIXLTD,The Phoenix Mills Limited,Real Estate,675010641920.0
PICCADIL,Piccadily Agro Industries Limited,Consumer Defensive,56913981440.0
PIDILITIND,Pidilite Industries Limited,Basic Materials,1621316206592.0
PIGL,Power & Instrumentation (Gujarat) Limited,Industrials,2445431296.0
PIIND,PI Industries Limited,Basic Materials,428561629184.0
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,49313583104.0
PILITA,PIL ITALICA LIFESTYLE LIMITED,Consumer Cyclical,1997500032.0
PINELABS,Pine Labs Limited,Technology,174113144832.0
PIONEEREMB,Pioneer Embroideries Limited,Consumer Cyclical,769461568.0
PIONRINV,Pioneer Investcorp Limited,,
PIRAMALFIN,Piramal Finance Limited,Financial Services,473254330368.0
PITTIENG,Pitti Engineering Limited,Industrials,36908048384.0
PIXTRANS,Pix Transmissions Limited,Industrials,21950197760.0
PKTEA,The Peria Karamalai Tea & Produce Company Limited,Consumer Defensive,2408593920.0
PLASTIBLEN,Plastiblends India Limited,Basic Materials,4704045056.0
PLATIND,Platinum Industries Limited,Basic Materials,13237043200.0
PLAZACABLE,Plaza Wires Limited,Industrials,2117600768.0
PML,Paul Merchants Limited,,
PNB,Punjab National Bank,Financial Services,1248708263936.0
PNBGILTS,PNB Gilts Limited,Financial Services,16503328768.0
PNBHOUSING,PNB Housing Finance Limited,Financial Services,267964628992.0
PNC,Pritish Nandy Communications Limited,Communication Services,320154688.0
PNCINFRA,PNC Infratech Limited,Industrials,60379058176.0
PNGJL,P N Gadgil Jewellers Limited,Consumer Cyclical,74327457792.0
PNGSREVA,PNGS Reva Diamond Jewellery Limited,Consumer Cyclical,12885399552.0
POCL,Pondy Oxides & Chemicals Limited,Basic Materials,41638744064.0
PODDARMENT,Poddar Pigments Limited,Basic Materials,2677964032.0
POKARNA,Pokarna Limited,Industrials,34222217216.0
POLICYBZR,PB Fintech Limited,Financial Services,768791740416.0
POLYCAB,Polycab India Limited,Industrials,1508946083840.0
POLYMED,Poly Medicure Limited,Healthcare,169633120256.0
POLYPLEX,Polyplex Corporation Limited,Basic Materials,31963805696.0
PONNIERODE,Ponni Sugars (Erode) Limited,Consumer Defensive,2764391424.0
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,375172235264.0
POWERGRID,Power Grid Corporation of India Limited,Utilities,2702290452480.0
POWERICA,Powerica Limited,Industrials,82429566976.0
POWERINDIA,Hitachi Energy India Limited,Industrials,1645834534912.0
POWERMECH,Power Mech Projects Limited,Industrials,91427995648.0
PPAP,PPAP Automotive Limited,Consumer Cyclical,3547810560.0
PPL,Prakash Pipes Limited,Industrials,6294177280.0
PPLPHARMA,Piramal Pharma Limited,Healthcare,230777978880.0
PRABHA,Prabha Energy Limited,Energy,22896136192.0
PRADPME,Pradeep Metals Limited,,
PRAENG,Prajay Engineers Syndicate Limited,Real Estate,1477743232.0
PRAJIND,Praj Industries Limited,Industrials,63461470208.0
PRAKASH,Prakash Industries Limited,Basic Materials,25857626112.0
PRAKASHSTL,Prakash Steelage Limited,Basic Materials,787501696.0
PRAVEG,Praveg Limited,,
PRAXIS,Praxis Home Retail Limited,Consumer Cyclical,1616566144.0
PRECAM,Precision Camshafts Limited,Consumer Cyclical,14769347584.0
PRECOT,Precot Limited,Consumer Cyclical,9187800064.0
PRECWIRE,Precision Wires India Limited,Industrials,78671413248.0
PREMCO,Premco Global Limited,,
PREMEXPLN,Premier Explosives Limited,Basic Materials,40633921536.0
PREMIER,Premier Limited,Industrials,96076496.0
PREMIERENE,Premier Energies Limited,Technology,479863603200.0
PREMIERPOL,Premier Polyfilm Limited,Basic Materials,6713992192.0
PRESTIGE,Prestige Estates Projects Limited,Real Estate,661041709056.0
PRICOLLTD,Pricol Limited,Consumer Cyclical,70575480832.0
PRIMESECU,Prime Securities Limited,Financial Services,10843933696.0
PRIMO,Primo Chemicals Limited,Basic Materials,6189446144.0
PRINCEPIPE,Prince Pipes And Fittings Limited,Industrials,32223666176.0
PRITI,Priti International Limited,Consumer Cyclical,567516480.0
PRITIKAUTO,Pritika Auto Industries Limited,Industrials,3163740672.0
PRIVISCL,Privi Speciality Chemicals Limited,Basic Materials,143102312448.0
PROSTARM,Prostarm Info Systems Limited,Industrials,8394927616.0
PROTEAN,Protean eGov Technologies Limited,Technology,24636753920.0
PROZONER,Prozone Realty Limited,Real Estate,7277630976.0
PRSMJOHNSN,Prism Johnson Limited,Basic Materials,61479972864.0
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,127872106496.0
PRUDMOULI,Prudential Sugar Corporation Limited,Consumer Defensive,516032000.0
PSB,Punjab & Sind Bank,Financial Services,177389633536.0
PSPPROJECT,PSP Projects Limited,Industrials,39007522816.0
PTC,PTC India Limited,Utilities,55901171712.0
PTCIL,PTC Industries Limited,Industrials,266147725312.0
PTL,PTL Enterprises Limited,Real Estate,5684268032.0
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Basic Materials,13130348544.0
PURVA,Puravankara Limited,Real Estate,51947638784.0
PVP,PVP Ventures Limited,Industrials,7773049856.0
PVRINOX,PVR INOX Limited,Communication Services,96584572928.0
PVSL,Popular Vehicles and Services Limited,Consumer Cyclical,6784476672.0
PWL,Physicswallah Limited,Consumer Defensive,367756476416.0
PYRAMID,Pyramid Technoplast Limited,Consumer Cyclical,6384650752.0
QMSMEDI,QMS Medical Allied Services Limited,Healthcare,1930111616.0
QPOWER,Quality Power Electrical Equipments Limited,Industrials,101219434496.0
QUADFUTURE,Quadrant Future Tek Limited,Industrials,16650000384.0
QUESS,Quess Corp Limited,Industrials,37410164736.0
QUICKHEAL,Quick Heal Technologies Limited,Technology,9710430208.0
QUINT,Quint Digital Limited,,
RACE,Race Eco Chain Limited,Industrials,1918137856.0
RACLGEAR,RACL Geartech Limited,Consumer Cyclical,16119169024.0
RADAAN,Radaan Mediaworks India Limited,Communication Services,171150464.0
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Cyclical,6722579968.0
RADIANTCMS,Radiant Cash Management Services Limited,Industrials,4290724608.0
RADICO,Radico Khaitan Limited,Consumer Defensive,502242574336.0
RADIOCITY,Music Broadcast Limited,Communication Services,2171306752.0
RAILTEL,Railtel Corporation Of India Limited,Communication Services,103133560832.0
RAIN,Rain Industries Limited,Basic Materials,64124297216.0
RAINBOW,Rainbow Childrens Medicare Limited,Healthcare,148203962368.0
RAJMET,Rajnandini Metal Limited,Basic Materials,1058918400.0
RAJOOENG,Rajoo Engineers Limited,Industrials,10475732992.0
RAJPALAYAM,Rajapalayam Mills Limited,,
RAJRATAN,Rajratan Global Wire Limited,Basic Materials,23253118976.0
RAJRILTD,Raj Rayon Industries Limited,Consumer Cyclical,12635737088.0
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Consumer Defensive,1113687680.0
RAJTV,Raj Television Network Limited,Communication Services,663452544.0
RALLIS,Rallis India Limited,Basic Materials,45250969600.0
RAMANEWS,Shree Rama Newsprint Limited,Consumer Defensive,4468277760.0
RAMAPHO,Rama Phosphates Limited,Basic Materials,4823169536.0
RAMASTEEL,Rama Steel Tubes Limited,Basic Materials,8180204544.0
RAMCOCEM,The Ramco Cements Limited,Basic Materials,208528031744.0
RAMCOIND,Ramco Industries Limited,Industrials,26477991936.0
